[2023-06-09 07:56:11,678] ================================================================ (start)
[2023-06-09 07:56:12,639] * Configuring JetBrains YouTrack 2023.1 
[2023-06-09 07:56:12,650] * Made default base-url 'http://localhost:8080/' from hostname 'localhost' and listen port '8080' 
[2023-06-09 07:56:12,672] * JetBrains YouTrack 2023.1 runtime environment is successfully configured 
[2023-06-09 07:56:12,776] * Loading logging configuration from /opt/youtrack/lib/ext/log4j.xml 
[2023-06-09 07:56:12,778] * Redirecting JetBrains YouTrack 2023.1 logging to /opt/youtrack/logs/internal/services/bundleProcess 
[2023-06-09 07:56:13,074] * Configuring Service-Container[bundleProcess] 
[2023-06-09 07:56:13,085] * Configuring Bundle Backend Service 
[2023-06-09 07:56:13,096] * Configuring Configuration Wizard 
[2023-06-09 07:56:13,139] * Starting Service-Container[bundleProcess] 
[2023-06-09 07:56:13,312] * Starting Bundle Backend Service 
[2023-06-09 07:56:15,088] * Starting Configuration Wizard 
[2023-06-09 07:56:15,089] * JetBrains YouTrack 2023.1 Configuration Wizard will listen inside container on {0.0.0.0:8080}/ after start and can be accessed by URL [http://<put-your-docker-HOST-name-here>:<put-host-port-mapped-to-container-port-8080-here>//?wizard_token=ZCy2284FNCcnTAczt8mq] 
[2023-06-09 07:58:23,557] ================================================================ (start)
[2023-06-09 07:58:24,442] * Configuring JetBrains YouTrack 2023.1 
[2023-06-09 07:58:24,444] * JetBrains YouTrack 2023.1 runtime environment is successfully configured 
[2023-06-09 07:58:24,527] * Loading logging configuration from /opt/youtrack/lib/ext/log4j.xml 
[2023-06-09 07:58:24,529] * Redirecting JetBrains YouTrack 2023.1 logging to /opt/youtrack/logs/internal/services/bundleProcess 
[2023-06-09 07:58:24,804] * Configuring Service-Container[bundleProcess] 
[2023-06-09 07:58:24,814] * Configuring Bundle Backend Service 
[2023-06-09 07:58:24,815] * Configuring Configuration Wizard 
[2023-06-09 07:58:24,846] * Starting Service-Container[bundleProcess] 
[2023-06-09 07:58:25,009] * Starting Bundle Backend Service 
[2023-06-09 07:58:26,328] * Starting Configuration Wizard 
[2023-06-09 07:58:26,329] * JetBrains YouTrack 2023.1 Configuration Wizard will listen inside container on {0.0.0.0:8080}/ after start and can be accessed by URL [http://<put-your-docker-HOST-name-here>:<put-host-port-mapped-to-container-port-8080-here>//?wizard_token=PHj01g1iZ7a5Uv30wvhE] 
[2023-06-09 12:53:40,461] ================================================================ (start)
[2023-06-09 12:53:41,508] * Configuring JetBrains YouTrack 2023.1 
[2023-06-09 12:53:41,509] * JetBrains YouTrack 2023.1 runtime environment is successfully configured 
[2023-06-09 12:53:41,581] * Loading logging configuration from /opt/youtrack/lib/ext/log4j.xml 
[2023-06-09 12:53:41,582] * Redirecting JetBrains YouTrack 2023.1 logging to /opt/youtrack/logs/internal/services/bundleProcess 
[2023-06-09 12:53:42,019] * Configuring Service-Container[bundleProcess] 
[2023-06-09 12:53:42,030] * Configuring Bundle Backend Service 
[2023-06-09 12:53:42,052] * Configuring Starting Page Service 
[2023-06-09 12:53:42,063] * Configuring YouTrack Configurator 
[2023-06-09 12:53:42,075] * Configuring Hub 
[2023-06-09 12:53:42,268] * Configuring Bundle Hub Configurator 
[2023-06-09 12:53:42,269] * Configuring YouTrack 
[2023-06-09 12:53:42,442] * Starting Service-Container[bundleProcess] 
[2023-06-09 12:53:42,595] * Starting Bundle Backend Service 
[2023-06-09 12:53:43,927] * Starting Starting Page Service 
[2023-06-09 12:53:43,927] * JetBrains YouTrack 2023.1 will listen inside container on {0.0.0.0:8080}/bundle/starting after start and can be accessed by URL [http://<put-your-docker-HOST-name-here>:<put-host-port-mapped-to-container-port-8080-here>/bundle/starting] 
[2023-06-09 12:53:44,487] * Starting YouTrack Configurator 
[2023-06-09 12:53:45,292] * Starting Hub 
[2023-06-09 12:53:57,286] * Starting Bundle Hub Configurator 
[2023-06-09 12:53:59,566] * Starting YouTrack 
[2023-06-09 12:54:01,540] 12:54:01,525 INFO  [@init servlet   ] [Reflections                   ] [init@] Reflections took 823 ms to scan 38 urls, producing 1859 keys and 68101 values
[2023-06-09 12:54:21,029]  12:54:21,022 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.charisma.customfields.refactoring.RefactoringMigrateFloatToDouble
[2023-06-09 12:54:21,041]  12:54:21,035 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.charisma.customfields.refactoring.RefactoringFixLinksToVisibleFields
[2023-06-09 12:54:21,042]  12:54:21,038 INFO  [@init servlet   ] [RefactoringUtil               ] [@] 0 PropertyVisibilities processed
[2023-06-09 12:54:21,043]  12:54:21,040 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.refactoring.RefactoringTrimLongValues CustomFieldPrototype
[2023-06-09 12:54:21,045]  12:54:21,041 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.refactoring.RefactoringTrimLongValues Field
[2023-06-09 12:54:21,046]  12:54:21,044 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.refactoring.RefactoringTrimLongValues LocalizableField
[2023-06-09 12:54:21,048]  12:54:21,046 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.refactoring.RefactoringTrimLongValues ProjectCustomField
[2023-06-09 12:54:21,049]  12:54:21,046 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.gantt.refactoring.RefactoringGanttOrdinal
[2023-06-09 12:54:21,060]  12:54:21,050 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.helpdesk.refactoring.RefactoringSetupHelpDeskSettings
[2023-06-09 12:54:21,061]  12:54:21,054 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.mailbox.refactoring.RefactoringFindOffice365Mailboxes
[2023-06-09 12:54:21,063]  12:54:21,057 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.mailbox.refactoring.RefactoringAddMailboxLinkToMessages
[2023-06-09 12:54:21,064]  12:54:21,060 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.mailbox.refactoring.RefactoringExtractSubjectFromSeenMessages
[2023-06-09 12:54:21,085]  12:54:21,079 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.mailbox.refactoring.RefactoringTransformRelatedIdsToSet
[2023-06-09 12:54:21,097]  12:54:21,085 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.mailbox.refactoring.RefactoringAdjustDefaultFetchInterval
[2023-06-09 12:54:21,097]  12:54:21,091 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.markup.refactoring.RefactoringBuildCommentTextCache
[2023-06-09 12:54:21,098]  12:54:21,097 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.markup.refactoring.RefactoringBuildArticleTextCache
[2023-06-09 12:54:21,109]  12:54:21,100 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.markup.refactoring.UserJobRefactoringRemoveWiki
[2023-06-09 12:54:21,112]  12:54:21,101 INFO  [@init servlet   ] [UserJobRecursiveRefactoring   ] [@] UserJobRefactoringRemoveWiki_0-10000 user job is scheduled to start at around 2023-06-09T13:09:21.100Z
[2023-06-09 12:54:21,113]  12:54:21,101 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.refactorings.RefactoringMoveSortByRelevanceFlagToProfile
[2023-06-09 12:54:21,114]  12:54:21,105 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.zendesk.persistence.refactorings.RefactoringRemoveNotActiveAgreements
[2023-06-09 12:54:21,115]  12:54:21,111 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: RefactoringSetupNewPersistenceScheme2
[2023-06-09 12:54:21,126]  12:54:21,117 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.maintenance.backup.listeners.RefactoringSetupDefaultDatabaseBackupCron
[2023-06-09 12:54:21,127]  12:54:21,122 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.integration.refactoring.RefactoringMigrateReasonsPersistentEnums
[2023-06-09 12:54:21,130]  12:54:21,124 INFO  [@init servlet   ] [RefactoringUtil               ] [@] Migrated 0 VcsChange
[2023-06-09 12:54:21,141]  12:54:21,132 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.integration.refactoring.RefactoringSetupRelatedIssuesQuery
[2023-06-09 12:54:21,143]  12:54:21,137 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.integration.refactoring.RefactoringMakeVcsChangesBidirectional
[2023-06-09 12:54:21,144]  12:54:21,142 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.integration.refactoring.RefactoringRenameLinkInPullRequestChanges
[2023-06-09 12:54:21,157]  12:54:21,145 INFO  [@init servlet   ] [RefactoringUtil               ] [@] Processed 0 pull request changes
[2023-06-09 12:54:21,159]  12:54:21,147 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.integration.refactoring.RefactoringDisableIntegrationsForArchivedProjects
[2023-06-09 12:54:21,161]  12:54:21,155 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.integration.refactoring.RefactoringSetupBuildProcessingOption
[2023-06-09 12:54:21,172]  12:54:21,162 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.integration.refactoring.RefactoringProcessVCSEntityMentions
[2023-06-09 12:54:21,177]  12:54:21,163 INFO  [@init servlet   ] [UserJobRecursiveRefactoring   ] [@] RefactoringProcessVCSEntityMentions_0-10000 user job is scheduled to start at around 2023-06-09T13:14:21.163Z
[2023-06-09 12:54:21,180]  12:54:21,165 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.refactoring.RefactoringRenameIssueTagToTag
[2023-06-09 12:54:21,181]  12:54:21,180 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.refactoring.RefactoringSetupEntitiesSecrets
[2023-06-09 12:54:21,203]  12:54:21,199 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.refactoring.RefactoringSetupInstanceUUIDSalt
[2023-06-09 12:54:21,215]  12:54:21,203 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.refactoring.RefactoringFixIssueParent
[2023-06-09 12:54:21,215]  12:54:21,207 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.refactoring.RefactoringFixIssueMetaModel
[2023-06-09 12:54:21,216]  12:54:21,207 INFO  [@init servlet   ] [RefactoringFixIssueMetaModel  ] [@] clearing links to metaIssue, subtasks, issueLinks2
[2023-06-09 12:54:21,217]  12:54:21,209 INFO  [@init servlet   ] [RefactoringFixIssueMetaModel  ] [@] deleting all IssueLink
[2023-06-09 12:54:21,218]  12:54:21,215 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.refactoring.RefactoringNormalizeAttachmentMimes
[2023-06-09 12:54:21,218]  12:54:21,217 INFO  [@init servlet   ] [RefactoringUtil               ] [@] 0 broken attachment mime types fixed
[2023-06-09 12:54:21,230]  12:54:21,220 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.refactoring.RefactoringSubscribeToDefaultSystemSearches
[2023-06-09 12:54:21,231]  12:54:21,224 INFO  [@init servlet   ] [bscribeToDefaultSystemSearches] [@] Moving subscriptions for saved query "Assigned to me" owned by root to the one owned by system user
[2023-06-09 12:54:21,232]  12:54:21,229 INFO  [@init servlet   ] [bscribeToDefaultSystemSearches] [@] Moving subscriptions for saved query "Commented by me" owned by root to the one owned by system user
[2023-06-09 12:54:21,232]  12:54:21,231 INFO  [@init servlet   ] [bscribeToDefaultSystemSearches] [@] Moving subscriptions for saved query "Reported by me" owned by root to the one owned by system user
[2023-06-09 12:54:21,244]  12:54:21,232 INFO  [@init servlet   ] [bscribeToDefaultSystemSearches] [@] Moving subscriptions for saved query "All issues" owned by root to the one owned by system user
[2023-06-09 12:54:21,245]  12:54:21,234 INFO  [@init servlet   ] [bscribeToDefaultSystemSearches] [@] Moving subscriptions for saved query "All tickets" owned by root to the one owned by system user
[2023-06-09 12:54:21,246]  12:54:21,238 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.refactoring.RefactoringFixBrokenLinksToMentions
[2023-06-09 12:54:21,247]  12:54:21,239 INFO  [@init servlet   ] [toringFixBrokenLinksToMentions] [@] start fixing broken links for mentions
[2023-06-09 12:54:21,248]  12:54:21,241 INFO  [@init servlet   ] [toringFixBrokenLinksToMentions] [@] issue mentions links fixed
[2023-06-09 12:54:21,248]  12:54:21,242 INFO  [@init servlet   ] [toringFixBrokenLinksToMentions] [@] issue comment mentions links fixed
[2023-06-09 12:54:21,249]  12:54:21,247 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.refactoring.RefactoringFixMailSendProtocolIdField
[2023-06-09 12:54:21,260]  12:54:21,252 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.refactoring.RefactoringFixJabberIds
[2023-06-09 12:54:21,261]  12:54:21,256 INFO  [@init servlet   ] [RefactoringUtil               ] [@] Checking user account jabber ids: 22
[2023-06-09 12:54:21,262]  12:54:21,260 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.refactoring.RefactoringSetupCommentProject
[2023-06-09 12:54:21,273]  12:54:21,269 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.refactoring.RefactoringForceMarkdownForDrafts
[2023-06-09 12:54:21,278]  12:54:21,271 INFO  [@init servlet   ] [RefactoringUtil               ] [@] Forcing markdown on issue drafts: 0
[2023-06-09 12:54:21,279]  12:54:21,272 INFO  [@init servlet   ] [RefactoringUtil               ] [@] Forcing markdown on comment drafts: 0
[2023-06-09 12:54:21,281]  12:54:21,277 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: Drop obsolete `Read Not Own Profile` and `Update Not Own Profile` permissions from database
[2023-06-09 12:54:21,282]  12:54:21,280 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.refactoring.RefactoringChangeLinkBlockPositionDefault
[2023-06-09 12:54:21,293]  12:54:21,283 INFO  [@init servlet   ] [RefactoringUtil               ] [@] Changing link block position defaults: 22
[2023-06-09 12:54:21,305]  12:54:21,295 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.refactoring.RefactoringRemoveUserFromApiKey
[2023-06-09 12:54:21,307]  12:54:21,298 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.refactoring.RefactoringRemoveUploadedFiles
[2023-06-09 12:54:21,309]  12:54:21,303 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.refactoring.RefactoringRemoveCreatedBy
[2023-06-09 12:54:21,320]  12:54:21,311 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.refactoring.RefactoringTransferSettingsForWatchFolder
[2023-06-09 12:54:21,321]  12:54:21,313 INFO  [@init servlet   ] [RefactoringUtil               ] [@] processed 5 sharing settings
[2023-06-09 12:54:21,322]  12:54:21,316 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.refactoring.RefactoringDeleteSharingSettings
[2023-06-09 12:54:21,323]  12:54:21,317 INFO  [@init servlet   ] [RefactoringUtil               ] [@] processed 5 sharing settings
[2023-06-09 12:54:21,324]  12:54:21,320 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.refactoring.RefactoringRemoveOrphanTags
[2023-06-09 12:54:21,325]  12:54:21,322 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.refactoring.RefactoringRemovePermissionsEnum
[2023-06-09 12:54:21,326]  12:54:21,324 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: Recalculate comments count
[2023-06-09 12:54:21,337]  12:54:21,327 INFO  [@init servlet   ] [RefactoringUtil               ] [@] 0 issues processed
[2023-06-09 12:54:21,338]  12:54:21,332 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.refactoring.RefactoringIntroduceArticleOrdinal
[2023-06-09 12:54:21,339]  12:54:21,335 INFO  [@init servlet   ] [RefactoringUtil               ] [@] Introducing explicit article ordinal, 0 projects processed
[2023-06-09 12:54:21,340]  12:54:21,338 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.refactoring.RefactoringChangeGitHostingUserName
[2023-06-09 12:54:21,351]  12:54:21,341 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.refactoring.RefactoringAddTagPermittedSettings
[2023-06-09 12:54:21,352]  12:54:21,344 INFO  [@init servlet   ] [RefactoringUtil               ] [@] 0 tags processed
[2023-06-09 12:54:21,354]  12:54:21,346 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.refactoring.RefactoringConvertThanksReaction
[2023-06-09 12:54:21,355]  12:54:21,349 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.refactoring.RefactoringRemovePersistentFileSize
[2023-06-09 12:54:21,355]  12:54:21,351 INFO  [@init servlet   ] [RefactoringUtil               ] [@] Removing XdPersistentFile::size property: 0 completed
[2023-06-09 12:54:21,356]  12:54:21,353 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.refactoring.RefactoringRebuildJpegThumbnails
[2023-06-09 12:54:21,368]  12:54:21,360 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.refactoring.RefactoringConvertSomeReactionLabels
[2023-06-09 12:54:21,369]  12:54:21,362 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.refactoring.RefactoringRemoveSearchesWithoutOwner
[2023-06-09 12:54:21,369]  12:54:21,364 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.refactoring.RefactoringCleanUpUserProfileProperties
[2023-06-09 12:54:21,370]  12:54:21,367 INFO  [@init servlet   ] [RefactoringUtil               ] [@] Removing XdUserProfile::feedSortAsc, XdUserProfile::vcsPromoSeen properties: 22 completed
[2023-06-09 12:54:21,381]  12:54:21,370 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.refactoring.RefactoringRemoveUsersFromAllUsersGroup
[2023-06-09 12:54:21,383]  12:54:21,375 INFO  [@init servlet   ] [RefactoringUtil               ] [@] Removed 0 users from All Users
[2023-06-09 12:54:21,383]  12:54:21,377 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.refactoring.RefactoringContributorToStandardUser
[2023-06-09 12:54:21,384]  12:54:21,381 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.refactoring.RefactoringSetProjectAndUserTypes
[2023-06-09 12:54:21,395]  12:54:21,386 INFO  [@init servlet   ] [RefactoringUtil               ] [@] Processed 22 users
[2023-06-09 12:54:21,396]  12:54:21,388 INFO  [@init servlet   ] [RefactoringUtil               ] [@] Processed 0 projects
[2023-06-09 12:54:21,397]  12:54:21,391 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.refactoring.RefactoringStarOnReport
[2023-06-09 12:54:21,397]  12:54:21,395 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.refactoring.RefactoringRevealSystemUserTags
[2023-06-09 12:54:21,408]  12:54:21,399 INFO  [@init servlet   ] [RefactoringUtil               ] [@] Found 0 tags by a system user
[2023-06-09 12:54:21,410]  12:54:21,400 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.refactoring.RefactoringCleanupUserDraftBrokenLinks
[2023-06-09 12:54:21,411]  12:54:21,403 INFO  [@init servlet   ] [RefactoringUtil               ] [@] processed 0 users with drafts
[2023-06-09 12:54:21,412]  12:54:21,405 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.refactoring.RefactoringMigrateLiteSettingsToFlags
[2023-06-09 12:54:21,413]  12:54:21,406 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.refactoring.RefactoringAddSalt
[2023-06-09 12:54:21,414]  12:54:21,410 INFO  [@init servlet   ] [RefactoringUtil               ] [@] Adding salt to 0 user accounts
[2023-06-09 12:54:21,425]  12:54:21,415 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.refactoring.RefactoringRestoreAllUndeletedProjects
[2023-06-09 12:54:21,426]  12:54:21,417 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.refactoring.RefactoringOrphanAttachments
[2023-06-09 12:54:21,428]  12:54:21,419 INFO  [@init servlet   ] [RefactoringUtil               ] [@] 0 orphan attachments removed
[2023-06-09 12:54:21,430]  12:54:21,422 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.refactoring.UserJobRefactoringUpdateThumbnailsAndProcessRemovedAttachments
[2023-06-09 12:54:21,431]  12:54:21,423 INFO  [@init servlet   ] [UserJobRecursiveRefactoring   ] [@] UserJobRefactoringUpdateThumbnailsAndProcessRemovedAttachments_0-1000 user job is scheduled to start at around 2023-06-09T13:24:21.423Z
[2023-06-09 12:54:21,431]  12:54:21,424 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.refactoring.RefactoringChangeNotReadableSuperUsersNames
[2023-06-09 12:54:21,432]  12:54:21,427 INFO  [@init servlet   ] [RefactoringUtil               ] [@] Changing full names of super users
[2023-06-09 12:54:21,433]  12:54:21,430 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.refactoring.RefactoringMergeExternalUsers
[2023-06-09 12:54:21,443]  12:54:21,436 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.refactoring.RefactoringTrimLongValues Project
[2023-06-09 12:54:21,445]  12:54:21,436 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.refactoring.RefactoringTrimLongValues IssueLinkPrototype
[2023-06-09 12:54:21,445]  12:54:21,437 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.refactoring.RefactoringTrimLongValues UserGroup
[2023-06-09 12:54:21,446]  12:54:21,437 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.refactoring.RefactoringFixBrokenLinksToComments
[2023-06-09 12:54:21,446]  12:54:21,439 INFO  [@init servlet   ] [RefactoringUtil               ] [@] 0 comments without issues fixed
[2023-06-09 12:54:21,447]  12:54:21,441 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.refactoring.RefactoringPinSearchesByDefault
[2023-06-09 12:54:21,447]  12:54:21,446 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.refactoring.RefactoringSetUserProfileDefaults
[2023-06-09 12:54:21,458]  12:54:21,450 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.refactoring.RefactoringSetUserProfileDefaults2
[2023-06-09 12:54:21,459]  12:54:21,454 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.refactoring.RefactoringSplitToolbarState
[2023-06-09 12:54:21,460]  12:54:21,457 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.refactoring.RefactoringTrimProjectNames
[2023-06-09 12:54:21,471]  12:54:21,462 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.refactoring.RefactoringAddFirstRunDateTime
[2023-06-09 12:54:21,472]  12:54:21,464 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.article.refactorings.RefactoringFixArticleCycles
[2023-06-09 12:54:21,473]  12:54:21,467 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.article.refactorings.RefactoringCreatedUpdatedArticleDraft
[2023-06-09 12:54:21,474]  12:54:21,468 INFO  [@init servlet   ] [RefactoringUtil               ] [@] RefactoringCreatedUpdatedArticleDraft: 0 article draft processed
[2023-06-09 12:54:21,475]  12:54:21,470 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.article.refactorings.RefactoringSetArticleNumberInProject
[2023-06-09 12:54:21,476]  12:54:21,472 INFO  [@init servlet   ] [RefactoringUtil               ] [@] Set number in project for 0 articles
[2023-06-09 12:54:21,486]  12:54:21,478 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.article.refactorings.RefactoringAddCommentsCount
[2023-06-09 12:54:21,487]  12:54:21,480 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.article.refactorings.RefactoringAddAttachmentsSize
[2023-06-09 12:54:21,488]  12:54:21,483 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.notifications.refactoring.RefactoringCleanupLinksInDurability
[2023-06-09 12:54:21,509]  12:54:21,507 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.notifications.refactoring.RefactoringTurnOnPersistentNotifications
[2023-06-09 12:54:21,521]  12:54:21,515 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.notifications.refactoring.RefactoringTurnOnNotificationRest
[2023-06-09 12:54:21,534]  12:54:21,522 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.notifications.refactoring.UserJobRefactoringCreateInboxThreads
[2023-06-09 12:54:21,535]  12:54:21,525 INFO  [@init servlet   ] [UserJobRecursiveRefactoring   ] [@] UserJobRefactoringCreateInboxThreads_1683636861523-86400000 user job is scheduled to start at around 2023-06-09T13:24:21.525Z
[2023-06-09 12:54:21,538]  12:54:21,526 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: jetbrains.youtrack.notifications.refactoring.RefactoringReplaceMarkupDirective
[2023-06-09 12:54:21,539]  12:54:21,530 INFO  [@init servlet   ] [XdRefactoring                 ] [@] Apply refactoring: RefactoringDeleteIncorrectAgileReports v1
[2023-06-09 12:54:21,540]  12:54:21,531 INFO  [@init servlet   ] [ingDeleteIncorrectAgileReports] [@] No agile reports without link to the proper sprint was found
